,case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
9655,20031112,Italy,Environment,1,1,0,2003-11-25,7/7/04,,7/7/04,2003,107,4/9/06,0,0,0.114235723,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,9.491299899,0.0,0.0,2.0,-1.03732397
9654,20031111,Italy,Enterprise and Industry,1,1,0,2003-11-25,7/7/04,,7/7/04,2003,107,4/9/06,0,0,0.114235723,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9653,20031110,Italy,Enterprise and Industry,1,0,0,2003-11-25,,,7/7/04,2003,107,4/9/06,0,0,0.689304678,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9656,20031113,Italy,Internal Market and Services,1,0,0,2003-11-25,,,3/30/04,2003,107,4/9/06,0,0,0.94489088,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,8.869819953,0.0,0.0,6.0,-1.03732397
9657,20031114,Italy,Internal Market and Services,1,0,0,2003-11-25,,,3/30/04,2003,107,4/9/06,0,0,0.94489088,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,9.028698584,0.0,0.0,7.0,-1.03732397
9658,20031115,Italy,Health and Consumers,1,0,0,2003-11-25,,,7/7/04,2003,107,4/9/06,0,0,0.689304678,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9660,20031117,Italy,Energy,1,0,0,2003-11-25,,,3/30/04,2003,107,4/9/06,0,0,0.94489088,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9659,20031116,Italy,Mobility and Transport,1,1,0,2003-11-25,3/30/04,,3/30/04,2003,107,4/9/06,0,0,0.689304678,866,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,9.724241262,0.0,0.0,1.0,-1.03732397
9473,20035046,Italy,Environment,1,1,1,2003-12-16,7/7/04,12/14/04,7/7/04,2003,107,4/9/06,0,1,-1.099798738,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9463,20014156,Italy,Environment,1,1,1,2003-12-16,7/7/04,7/5/05,7/7/04,2003,107,4/9/06,0,1,-1.195643564,845,3.0054,3.8459,,,,,,,,,,,-1.03732397
9472,20034674,Italy,Internal Market and Services,1,1,0,2003-12-16,10/13/04,,10/13/04,2003,107,4/9/06,0,1,-0.74836771,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9471,20032212,Italy,Environment,1,1,1,2003-12-16,7/7/04,12/14/04,7/7/04,2003,107,4/9/06,0,1,-0.301091856,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9464,20024662,Italy,Taxation and Customs Union,1,1,1,2003-12-16,7/7/04,12/14/04,7/7/04,2003,107,4/9/06,0,1,-0.844212536,845,3.0054,3.8459,,,,,,,,,,,-1.03732397
9469,20032203,Italy,Internal Market and Services,1,0,0,2003-12-16,,,12/14/04,2003,107,4/9/06,0,1,0.465666751,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9468,20032199,Italy,Internal Market and Services,1,1,1,2003-12-16,7/7/04,3/16/05,7/7/04,2003,107,4/9/06,0,1,-0.716419435,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,8.716535733,0.0,0.0,0.0,-1.03732397
9467,20032156,Italy,Taxation and Customs Union,1,1,1,2003-12-16,10/13/04,7/5/05,10/13/04,2003,107,4/9/06,0,1,-0.908109086,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9466,20032049,Italy,Environment,1,1,0,2003-12-16,7/5/05,,7/5/05,2003,107,4/9/06,0,1,-0.972005637,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,,,,,-1.03732397
9465,20025394,Italy,Environment,1,1,1,2003-12-16,7/7/04,12/14/04,7/7/04,2003,107,4/9/06,0,1,-0.81226426,845,3.0054,3.8459,,,,,,,,,,,-1.03732397
9470,20032204,Italy,Environment,1,1,1,2003-12-16,7/7/04,7/5/05,7/7/04,2003,107,4/9/06,0,1,-1.163695288,845,3.0054,3.8459,2.346657041,1.085311693,0.47802683,-0.636358644,0.274860149,0.0,9.29090602,0.0,0.0,0.0,-1.03732397
8894,20040064,Italy,Health and Consumers,1,0,0,2004-01-27,,,7/7/04,2004,107,4/9/06,0,0,1.328270183,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8893,20040063,Italy,Health and Consumers,1,0,0,2004-01-27,,,7/7/04,2004,107,4/9/06,0,0,1.328270183,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8892,20040062,Italy,Internal Market and Services,1,1,0,2004-01-27,7/7/04,,7/7/04,2004,107,4/9/06,0,0,0.625408127,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.299906815,0.0,0.0,0.0,-1.03732397
8891,20040061,Italy,Internal Market and Services,1,0,0,2004-01-27,,,7/7/04,2004,107,4/9/06,0,0,1.328270183,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8890,20040060,Italy,Environment,1,1,1,2004-01-27,7/7/04,12/14/04,7/7/04,2004,107,4/9/06,0,0,-0.364988407,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8889,20040059,Italy,Environment,1,1,1,2004-01-27,7/7/04,12/14/04,7/7/04,2004,107,4/9/06,0,0,-0.81226426,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,10.61533381,0.0,0.0,10.0,-1.03732397
8888,20040058,Italy,Enterprise and Industry,1,0,0,2004-01-27,,,7/7/04,2004,107,4/9/06,0,0,1.328270183,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8896,20040066,Italy,Taxation and Customs Union,1,1,0,2004-01-27,7/7/04,,7/7/04,2004,107,4/9/06,0,0,0.178132273,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8895,20040065,Italy,Taxation and Customs Union,1,0,0,2004-01-27,,,12/14/04,2004,107,4/9/06,0,0,0.625408127,803,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8823,20035135,Italy,Internal Market and Services,1,0,0,2004-02-03,,,12/14/04,2004,107,4/9/06,0,1,0.689304678,796,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8822,20032241,Italy,Budget,1,1,1,2004-02-03,7/5/05,12/13/05,7/5/05,2004,107,4/9/06,0,1,-0.972005637,796,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8436,20040223,Italy,Health and Consumers,1,0,0,2004-03-22,,,7/7/04,2004,107,4/9/06,0,0,1.615804661,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8435,20040222,Italy,Health and Consumers,1,0,0,2004-03-22,,,10/13/04,2004,107,4/9/06,0,0,0.880994329,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8434,20040221,Italy,Enterprise and Industry,1,1,0,2004-03-22,7/7/04,,7/7/04,2004,107,4/9/06,0,0,0.785149504,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8437,20040224,Italy,Health and Consumers,1,0,0,2004-03-22,,,10/13/04,2004,107,4/9/06,0,0,0.880994329,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8438,20040225,Italy,Taxation and Customs Union,1,1,1,2004-03-22,12/14/04,7/5/05,12/14/04,2004,107,4/9/06,0,0,-0.556678058,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8439,20040226,Italy,Taxation and Customs Union,1,1,0,2004-03-22,12/22/04,,12/22/04,2004,107,4/9/06,0,0,0.018390897,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8440,20040227,Italy,Mobility and Transport,1,0,0,2004-03-22,,,7/7/04,2004,107,4/9/06,0,0,1.615804661,748,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8360,20035038,Italy,Enterprise and Industry,1,1,0,2004-03-30,10/13/04,,10/13/04,2004,107,4/9/06,0,1,0.817097779,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8359,20035023,Italy,Environment,1,1,1,2004-03-30,7/7/04,12/14/04,7/7/04,2004,107,4/9/06,0,1,0.529563301,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8358,20034837,Italy,Internal Market and Services,1,0,0,2004-03-30,,,12/12/06,2004,107,4/9/06,1,1,-0.013557378,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8356,20034409,Italy,Enterprise and Industry,1,1,1,2004-03-30,10/13/04,3/16/05,10/13/04,2004,107,4/9/06,0,1,-0.237195305,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.565030521,0.0,0.0,0.0,-1.03732397
8350,20024787,Italy,Environment,1,1,0,2004-03-30,6/28/06,,6/28/06,2004,107,4/9/06,1,1,-1.195643564,740,3.0054,3.8459,,,,,,,,,,,-1.03732397
14490,20015308,Italy,Environment,1,0,0,2004-03-30,,,6/5/08,2004,111,4/13/08,1,1,-0.652522884,1475,5.0946,-7.1459,,,,,,,,,,,-1.03732397
8349,20015308,Italy,Environment,1,0,0,2004-03-30,,,6/5/08,2004,107,4/9/06,1,1,-0.652522884,740,3.0054,3.8459,,,,,,,,,,,-1.03732397
8361,20035138,Italy,Environment,1,1,1,2004-03-30,7/7/04,12/14/04,7/7/04,2004,107,4/9/06,0,1,-0.492781508,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8351,20024989,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,1,2004-03-30,10/13/04,10/12/05,10/13/04,2004,107,4/9/06,0,1,-0.460833232,740,3.0054,3.8459,,,,,,,,,,,-1.03732397
8352,20025132,Italy,Environment,1,0,0,2004-03-30,,,4/4/06,2004,107,4/9/06,0,1,0.305925374,740,3.0054,3.8459,,,,,,,,,,,-1.03732397
8355,20034372,Italy,Internal Market and Services,1,1,1,2004-03-30,10/13/04,3/16/05,10/13/04,2004,107,4/9/06,0,1,-0.588626333,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8362,20035145,Italy,Environment,1,1,0,2004-03-30,7/7/04,,7/7/04,2004,107,4/9/06,0,1,-0.013557378,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8354,20032134,Italy,"Justice, Fundamental Rights and Citizenship",1,1,0,2004-03-30,12/13/05,,12/13/05,2004,107,4/9/06,0,1,-0.237195305,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8364,20035253,Italy,Internal Market and Services,1,1,1,2004-03-30,12/14/04,12/13/05,12/14/04,2004,107,4/9/06,0,1,-0.940057362,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8365,20042039,Italy,Environment,1,1,0,2004-03-30,12/14/04,,12/14/04,2004,107,4/9/06,0,1,0.529563301,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.110299018,0.0,0.0,0.0,-1.03732397
8353,20025170,Italy,Environment,1,1,0,2004-03-30,7/7/04,,7/7/04,2004,107,4/9/06,0,1,-0.780315985,740,3.0054,3.8459,,,,,,,,,,,-1.03732397
8366,20042044,Italy,Mobility and Transport,1,1,0,2004-03-30,12/14/04,,12/14/04,2004,107,4/9/06,0,1,-0.237195305,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
8363,20035168,Italy,Internal Market and Services,1,0,0,2004-03-30,,,12/13/05,2004,107,4/9/06,0,1,0.529563301,740,3.0054,3.8459,2.346657041,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
7693,20040317,Italy,Enterprise and Industry,1,0,0,2004-06-01,,,3/16/05,2004,107,4/9/06,0,0,0.912942605,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.666991557,1.0,0.0,1.0,-1.03732397
7694,20040318,Italy,Eurostat,1,0,0,2004-06-01,,,12/14/04,2004,107,4/9/06,0,0,1.583856386,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,6.942156706,0.0,0.0,4.0,-1.03732397
7695,20040319,Italy,Health and Consumers,1,1,0,2004-06-01,12/14/04,,12/14/04,2004,107,4/9/06,0,0,0.880994329,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.643003636,1.0,0.0,4.0,-1.03732397
7696,20040320,Italy,Health and Consumers,1,1,0,2004-06-01,12/14/04,,12/14/04,2004,107,4/9/06,0,0,0.880994329,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.644919345,1.0,0.0,3.0,-1.03732397
7697,20040322,Italy,Health and Consumers,1,0,0,2004-06-01,,,12/14/04,2004,107,4/9/06,0,0,1.583856386,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.500529485,1.0,0.0,4.0,-1.03732397
7698,20040323,Italy,Health and Consumers,1,0,0,2004-06-01,,,12/14/04,2004,107,4/9/06,0,0,1.583856386,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.465082736,1.0,0.0,4.0,-1.03732397
7699,20040324,Italy,Health and Consumers,1,0,0,2004-06-01,,,12/14/04,2004,107,4/9/06,0,0,1.583856386,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.5416831,1.0,0.0,5.0,-1.03732397
7700,20040325,Italy,Health and Consumers,1,0,0,2004-06-01,,,12/14/04,2004,107,4/9/06,0,0,1.583856386,677,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.228388452,1.0,0.0,2.0,-1.03732397
7227,20025403,Italy,Environment,1,1,1,2004-07-07,7/5/05,12/13/05,7/5/05,2004,107,4/9/06,0,1,-0.492781508,641,3.0054,3.8459,,,,,,,,,,,-1.03732397
7226,20025113,Italy,Enterprise and Industry,1,1,0,2004-07-07,4/4/06,,4/4/06,2004,107,4/9/06,0,1,-0.74836771,641,3.0054,3.8459,,,,,,,,,,,-1.03732397
7228,20034545,Italy,Internal Market and Services,1,1,1,2004-07-07,12/14/04,7/5/05,12/14/04,2004,107,4/9/06,0,1,-0.333040131,641,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
7256,20044252,Italy,Internal Market and Services,1,1,1,2004-07-07,10/12/05,10/12/06,10/12/05,2004,107,4/9/06,0,1,-0.844212536,641,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
7255,20044049,Italy,Internal Market and Services,1,1,0,2004-07-07,12/14/04,,12/14/04,2004,107,4/9/06,0,1,0.273977099,641,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
7254,20042122,Italy,Environment,1,1,0,2004-07-07,12/14/04,,12/14/04,2004,107,4/9/06,0,1,1.136580532,641,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.965334574,0.0,0.0,1.0,-1.03732397
7253,20042116,Italy,Environment,1,1,0,2004-07-07,4/4/06,,4/4/06,2004,107,4/9/06,0,1,-0.844212536,641,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
7252,20042106,Italy,Environment,1,0,0,2004-07-07,,,7/5/05,2004,107,4/9/06,0,1,1.104632256,641,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5923,20012077,Italy,Internal Market and Services,1,0,0,2004-10-13,,,3/16/05,2004,107,4/9/06,0,1,1.647752936,543,3.0054,3.8459,,,,,,,,,,,-1.03732397
13045,20034696,Italy,"Employment, Social Affairs and Equal Opportunities",1,0,0,2004-10-13,,,6/26/08,2004,111,4/13/08,1,1,-0.492781508,1278,5.0946,-7.1459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5924,20024326,Italy,Environment,1,0,0,2004-10-13,,,12/13/05,2004,107,4/9/06,0,1,1.040735706,543,3.0054,3.8459,,,,,,,,,,,-1.03732397
5926,20032004,Italy,"Employment, Social Affairs and Equal Opportunities",1,0,0,2004-10-13,,,6/28/06,2004,107,4/9/06,1,1,0.625408127,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5927,20032040,Italy,Environment,1,1,0,2004-10-13,7/5/05,,7/5/05,2004,107,4/9/06,0,1,0.625408127,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5925,20025254,Italy,Internal Market and Services,1,0,0,2004-10-13,,,4/4/06,2004,107,4/9/06,0,1,0.753201228,543,3.0054,3.8459,,,,,,,,,,,-1.03732397
5929,20034547,Italy,Internal Market and Services,1,0,0,2004-10-13,,,3/16/05,2004,107,4/9/06,0,1,1.647752936,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5937,20042259,Italy,Energy,1,0,0,2004-10-13,,,3/16/05,2004,107,4/9/06,0,0,1.647752936,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,10.17175742,0.0,0.0,4.0,-1.03732397
5936,20042244,Italy,Energy,1,0,0,2004-10-13,,,3/16/05,2004,107,4/9/06,0,0,1.647752936,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,10.03565552,0.0,0.0,2.0,-1.03732397
5935,20035258,Italy,Agriculture and Rural Development,1,1,1,2004-10-13,7/5/05,6/26/08,7/5/05,2004,107,4/9/06,0,1,-1.099798738,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.814627555,0.0,0.0,2.0,-1.03732397
5928,20032166,Italy,"Employment, Social Affairs and Equal Opportunities",1,1,0,2004-10-13,7/5/05,,7/5/05,2004,107,4/9/06,0,1,0.625408127,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5933,20035155,Italy,Internal Market and Services,1,0,0,2004-10-13,,,7/5/05,2004,107,4/9/06,0,1,1.456063284,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5934,20035191,Italy,Internal Market and Services,1,0,0,2004-10-13,,,12/13/05,2004,107,4/9/06,0,1,1.040735706,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5931,20034755,Italy,Energy,1,1,0,2004-10-13,7/5/05,,7/5/05,2004,107,4/9/06,0,1,-0.876160811,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5930,20034696,Italy,"Employment, Social Affairs and Equal Opportunities",1,0,0,2004-10-13,,,6/26/08,2004,107,4/9/06,1,1,-0.492781508,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5932,20035122,Italy,Internal Market and Services,1,1,1,2004-10-13,7/5/05,12/13/05,7/5/05,2004,107,4/9/06,0,1,0.625408127,543,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5884,20034722,Italy,Energy,1,0,0,2004-10-18,,,11/20/09,2004,107,4/9/06,1,1,-0.940057362,538,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
13002,20034722,Italy,Energy,1,0,0,2004-10-18,,,11/20/09,2004,111,4/13/08,1,1,-0.940057362,1273,5.0946,-7.1459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5134,20015165,Italy,Internal Market and Services,1,1,0,2004-12-14,7/5/05,,7/5/05,2004,107,4/9/06,0,1,0.880994329,481,3.0054,3.8459,,,,,,,,,,,-1.03732397
5136,20042172,Italy,Taxation and Customs Union,1,1,0,2004-12-14,7/5/05,,7/5/05,2004,107,4/9/06,0,1,-0.269143581,481,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,,,,,-1.03732397
5135,20025456,Italy,Taxation and Customs Union,1,0,0,2004-12-14,,,12/13/05,2004,107,4/9/06,0,1,1.200477082,481,3.0054,3.8459,,,,,,,,,,,-1.03732397
5133,19982346,Italy,Environment,1,1,1,2004-12-14,2/28/08,6/26/08,2/28/08,2004,107,4/9/06,1,1,-1.163695288,481,3.0054,3.8459,,,,,,,,,,,-1.03732397
5131,20040968,Italy,Enterprise and Industry,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.649974303,1.0,0.0,2.0,-1.03732397
5096,20040932,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.39798109,0.0,0.0,4.0,-1.03732397
5130,20040967,Italy,Enterprise and Industry,1,1,1,2004-12-15,7/5/05,12/13/05,7/5/05,2004,107,4/9/06,0,0,1.200477082,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,6.410174882,1.0,0.0,2.0,-1.03732397
5132,20040969,Italy,Enterprise and Industry,1,1,1,2004-12-15,7/5/05,12/13/05,7/5/05,2004,107,4/9/06,0,0,1.200477082,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,6.265301213,1.0,0.0,1.0,-1.03732397
5095,20040931,Italy,Environment,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.484557193,0.0,0.0,0.0,-1.03732397
5129,20040966,Italy,Enterprise and Industry,1,1,1,2004-12-15,7/13/05,12/13/05,7/13/05,2004,107,4/9/06,0,0,1.200477082,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,6.100318952,1.0,0.0,1.0,-1.03732397
5127,20040964,Italy,Enterprise and Industry,1,0,0,2004-12-15,,,7/5/05,2004,107,4/9/06,0,0,2.861787397,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.434847875,1.0,0.0,5.0,-1.03732397
5097,20040933,Italy,Internal Market and Services,1,0,0,2004-12-15,,,12/13/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,10.35885332,0.0,0.0,34.0,-1.03732397
5098,20040934,Italy,Enterprise and Industry,1,0,0,2004-12-15,,,12/13/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,10.16331013,0.0,0.0,37.0,-1.03732397
5099,20040935,Italy,Environment,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,8.476996002,0.0,0.0,0.0,-1.03732397
5100,20040936,Italy,Environment,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.61560546,0.0,0.0,0.0,-1.03732397
5101,20040937,Italy,Internal Market and Services,1,0,0,2004-12-15,,,6/28/06,2004,107,4/9/06,1,0,0.912942605,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.56029277,0.0,0.0,6.0,-1.03732397
5102,20040938,Italy,Enterprise and Industry,1,0,0,2004-12-15,,,12/13/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.027018315,0.0,0.0,14.0,-1.03732397
5103,20040939,Italy,Enterprise and Industry,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.400620577,0.0,0.0,3.0,-1.03732397
5104,20040940,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.061956366,0.0,0.0,20.0,-1.03732397
5105,20040941,Italy,Enterprise and Industry,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.736960602,0.0,0.0,40.0,-1.03732397
5106,20040942,Italy,Health and Consumers,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,9.094480486,0.0,0.0,14.0,-1.03732397
5107,20040943,Italy,Energy,1,1,0,2004-12-15,7/5/05,,7/5/05,2004,107,4/9/06,0,0,2.190873616,480,3.0054,3.8459,1.529551186,1.437217949,0.47802683,-0.834790044,0.276335176,0.0,7.731492029,1.0,0.0,12.0,-1.03732397
